Cooking Assistants for 414 Community Hub by SG Cares Volunteer Centre at Ang Mo Kio,"414 Community Hub is looking for individuals who will be able to assist in cooking (e.g., cut vegetables, wash pots and pans) for residents in the community. This cooking activity will take place every week from Tuesday to Thursday from 10am to 2pm."
National Day @ Heartlands (South East) by SG Cares Volunteer Centre @ Serangoon,A day of celebration with fellow residents at Wisma Geylang Serai! The event is jointly organised by the Braddell Heights Division.
The GRIT Academy @ Jurong West by Lakeside Family Services,A mentoring programme designed to grow preteens' character and personal leadership. Preteens undergo a journey of self-discovery through experiential activities. We are looking for mentors who have a passion to support and journey with the preteens navigating the sometimes turbulent transition to adolescence through facilitated indoor/outdoor challenges and conversations. Training and support will be provided.
Sparks! by Lakeside Family Services,"A short-term school holiday engagement programme that exposes children from 7 to 12 years old to positive values while inculcating life and social skills. We are looking for volunteers who are keen to befriend children, facilitate discussions and encourage them to participate in activities."
N-level Tutor by SG Cares Volunteer Centre at Sengkang,A student taking N-levels this year is looking for a tutor to support him in his Math and Science.
Art & Craft Trainers/Asst @ Brahm Centre by SG Cares Volunteer Centre at Geylang,"Able to assist seniors with doing crafts together in craft workshops. If volunteers have experience in hosting simple craft workshops for seniors, we can also explore doing small workshops with them. (Suitable for Youth Corps Community Internship - please indicate YCCS)"
Eldersitter Program @ Brahm Centre by SG Cares Volunteer Centre at Geylang,"Able to conduct home visits to engage in 45 mins to 1 hour activity with seniors. These activities can be in the form of meaningful reminiscence conversations, simple colouring, Sudoku or Zentangle. Depending on volunteer's interest areas, we can also look at aligning the right interest areas to allow for easier rapport-building. Training will be provided prior to commencement of home visits. (Suitable for Youth Corps Community Internship - please indicate YCCS)"
Academic Coaches & Pathfinder by Students Care Service,"About programme: - Provide academic support for secondary school youths to be confident, motivated and prepared for their exams - Provide routine and tools to support their self-management Service-users: - Secondary school youths who want to maintain or catch-up on the progress of their studies - Youths are from schools that SHINE provide services for"
Sponsor a Tea or Lunch for Children! #NDP2022 #DoingGood #22DaysPeople by Canossaville Children's Home,"About Volunteering Opportunity We are looking for donors to sponsor a Lunch or Tea Break for our children in Canossaville Student Care! Kindly write to hello@canossaville.org.sg to confirm arrangements before sending any food to our centre. Requirements (1) Able to provide full sponsorship for all children in one tea/lunch session (2) Number of children: 190 (enrolment in 2022) (3) Timings Weekdays only Time of Lunch: Delivery by 12:30pm Time of Tea: Delivery by 2:30pm (4) Food restrictions We require that the food is Halal certified. Home-bakers need to possess the NEA Food Hygiene certificate. About Canossaville Children and Community Services (Canossaville) Canossaville is a Catholic social service agency, serving and impacting the lives of children and their families across their preschool and primary years, regardless of race, language, or religion. About Canossaville Student Care (CSC) CSC is an integrated student care centre serving the needs of students from The Canossian Village. We ensure that our children have a safe and conducive environment after school. We also provide an inclusive learning environment where neurotypical children and children with hearing loss and multiple disabilities learn and play together. #NDP2022 #DoingGood #22DaysPeople"
Academic Coaching by SG Cares Volunteer Centre at Ang Mo Kio,Academic Coaching is a weekly 1-hour programme that runs throughout the year and aims to: a) cultivate children's motivation in learning and build socio-emotional competencies through mentorship b) support children in achieving better academic results.
Digital Learning Circles,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore Community Service Opportunity."
DLC @ Fei Yue SAC @ 574 Limbang Green,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Yong En Active Hub (YEAH!),"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Neighbour Ring Community Services,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Fei Yue Bukit Batok 183,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Fei Yue Limbang,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ REACH @ Bukit Gombak,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ ASC Havelock,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Fei Yue SAC @ 574 Limbang Green,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Yong En Active Hub (YEAH!),"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Esther SAC,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
DLC @ Muhammadiyah Senior Activity Centre,"Accelerate digital literacy for seniors through volunteering for Digital Learning Circles! In collaboration with IMDA, volunteer befrienders will engage seniors weekly from Senior Activity Centres (SACs) for 4 sessions to teach them to communicate digitally, access digital services and pay digitally. There is a fixed curriculum provided by IMDA and training will be provided for volunteers.This is a Youth Corps Singapore community service opportunity."
Elderly Companion & Escort (Male) by SG Cares Volunteer Centre at Ang Mo Kio,Accompany senior to AMK HUB to run errands. 1. Elderly is able to walk but only short distance and will need support when walking 2. Befriend him or assist him with errands
[W2] Active Health @ Jurong East,"Active HealthYour journey to BETTER HEALTH begins here. Level up with guided expert knowledge backed by science.It’s not about looking perfect, eating perfect, or being perfect.It’s simply a journey about trying - taking little steps to form small habits in our daily lives that can make a big impact by focusing on 4 domains -Physical Activity, Nutrition, Screen Time and Sleep.WithActive Health Labsbeing rolled out island-wide managed by qualified Active Health Experts, an Active Health app to keep track of your fitness progress, and fun community activities, it’s never been easier to proactively own your health.Let’s all live life to the fullest.And remember, #betterbeatsperfect"
[E1] - ActiveSG Athletics Club Run 2022,"ActiveSG Athletics Club is bringing sport back safely through the upcoming weekly running series at Bedok Reservoir starting on 5 February 2022.Volunteers are needed to assist with administrative and safety duties. If you are an early riser, and/or you have always been active in the morning doing your walks and runs, this local volunteer led community event opportunity is for you!**Event is outdoor and volunteers are required to walk long distance (at least 1.5km) during the event."
[E3] June School Holiday Programme (OTH),ActiveSG is organising various activities as part of the June School Holiday Programmes at Our Tampines Hub.Team Nila volunteers are required to be part of the activities to ensure the smooth operations of the programmes.
[E3] Happy Family Relay@ OTH,ActiveSG Tampines Sports Centre is organising the Happy Family Relay in conjunctionwith the Family Week in OTH.There will be activities for families to participate in.
[W3] ActiveSG Family Sport Camp,"ActiveSG West Zone is organising a series of 2 Days 1 Night Family Sport Camp with our partner from Community Sport Network of People's Association at Bukit Gombak Sport Centre during the June School Holiday. Team Nila will be supporting the camps in various roles such facilitators to the families, logistic support, food IC and etc"
Activity & Festive Celebrations Facilitator @ Sathya Sai Social Services by SG Cares Volunteer Centre at Geylang,"Activity Facilitator * Organise programs to facilitate interaction amongst seniors * Assist staff with planning, preparation & conduct of centre programs & activities (eg. prepare materials & venue set-up) * Conduct review of programs, provide feedback & identify areas of enhancements Festive Celebrations * Facilitate & assist staff with festive celebrations for seniors * Prepare materials & venue set-up and facilitate programs & activities * Provide feedback & identify areas of enhancements"
Activity Organiser @ Geylang East Home for the Aged (Harmony Activity Centre) by SG Cares Volunteer Centre at Geylang,"Activity Organiser Plan and execute activities to engage seniors at our senior activity centre eg. warm-up exercises, games activities, information/news sharing, etc. Frequency Once a week, Thursdays, 2-3pm"
Activity Organiser/Facilitator (Virtual/Physical) @ GoodLife! Marine Parade (Montfort Care) by SG Cares Volunteer Centre at Geylang,Activity Organiser(Virtual) Plan & execute activities with seniors Activity Facilitator(Physical) * Assist in administering lunch (dine-in/bento distribution) for seniors * Assist in facilitating the running of activities for seniors (Suitable for Youth Corps Community Internship Scheme - please indicate YCCS)
Admin Facilitator @ Methodist Welfare Services SAC (GreenTops@Sims Place) by SG Cares Volunteer Centre at Geylang,Admin Facilitator * Organise programs/games * Assist in or conduct exercises * Provide admin support (Suitable for Youth Corps Community Internship Scheme - please indicate YCCS)
Mover (For delivery purposes) #SGCares by SG Cares Volunteer Centre at Ang Mo Kio,"AMKFSC also serves low-income families and our social workers will usually help their clients to post requests for household items to the Pass-It-On websites to garner responses from willing donors in the community. As some items donated by our donors are quite bulky, we would need experience volunteers who have vehicles or experience in such delivery to provide their help in delivering such donated items to the clients' home. #SGCares"
Request for Willing Donors #SGCares by SG Cares Volunteer Centre at Punggol,"AMKFSC Community Services Ltd is the appointed Volunteer Centre for Punggol, Sengkang and Ang Mo Kio Towns ("
AmPowered@ITE 2022,"AmPowered@ITE was developed to provide positive role models who could help motivate and bridge ITE students to resources and opportunities to nurture their potential.The programme aims to motivate students to acquire life skills, build confidence and expand their social capital. . Students will be matched to mentors who will guide them to set goals to motivate them to achieve their aspirations. Through this mentoring programme, students will also gain awareness of their education and career pathways.Activities include:- Group mentoring sessions- Motivational talks- Developmental workshops- Community building activities and more!"
(SGC) Arts Day by Ang Mo Kio - Thye Hua Kwan Hospital,"An art allows patients to express their feelings and trigger their creative side to showcase their talents. It is also to provide physical, social, cognitive and emotional benefits for our patients. During the sessions, it will boost patients mood and enhance their social interaction. We conduct activities such as drawing, colouring, calligraphy and beads making. Therefore, you play an important role to engage the patients to participate. IMPORTANT: You must be comfortable to wheel patients"
kidsREAD Programme with National Library Board @ Yishun by SG Cares Volunteer Centre at Yishun town,An NLB reading programme for the less privileged children aged 7-8 years old
Volunteer Programme Creation with Bukit Batok Care Home by SG Cares Volunteer Centre at Jurong East,"Are you and your friends looking to volunteer? Or maybe you are a corporate or school group looking to give back to the community. Bukit Batok Care Home is interested to collaborate with community stakeholders to create ad-hoc/ regular volunteering programmes for the seniors at their Care Home. If you are interested to work with them, do not hesitate to reach out to us."
Become a trishaw pilot and do good! #NDP2022 #DoingGood #22DaysPassion#22DaysPeople#22DaysNature by Cycling Without Age Singapore_7023479,Are you eager to give back to the community while exploring the beautiful parks in Singapore on a trishaw? We have just the right opportunity for you! As a trishaw pilot at Cycling Without Age Singapore you will bring senior citizens from various nursing homes and activity centers out for a trishaw ride in their community. Whilst enjoying the scenery you are able to build new relationships with your passengers and bring them the joy of feeling the wind in their hair. Trishaw training is included and we have trishaw rides happening almost every day across the country. Duration: each volunteer activity takes 3 hours When: we are in particular need of volunteers with weekday availability! Where: different locations across the country!
Befriending @ Loving Heart Multi - Service Centre by SG Cares Volunteer Centre at Jurong East,"Are you interested in making a difference in the community? Come join us at Loving Heart Multi-Service Centre, to befriend vulnerable seniors through phone calls and home visits in the Jurong East Community. On-the-job training will also be provided to volunteers."
Befriender @ Loving Heart Multi-Service Centre by Loving Heart Multi-Service Centre_11172463,"Are you interested in making a difference in the community? Come join us at Loving Heart Multi-Service Centre, to befriend vulnerable seniors through phone calls and home visits in the Jurong East Community. On-the-job training will also be provided to volunteers."
Volunteer Fundraisers by Autism Association (Singapore),"Are you keen to try raising funds for Autism Association? All you need is to tap on your existing skills and capacity, be it art, baking, craft, or more, and most importantly, your big heart. Not only would you be able to raise funds for a cause close to your heart in a flexible way that suits your lifestyle & commitments, you would also be spreading awareness and acceptance of persons on the autism spectrum. You can even get together with your family and friends to start a fundraising campaign!"
ARTrepreneur Videographer by Children's Cancer Foundation_26192850,"ARTrepreneur is a customized foundation program, looking at building interests, imparting and honing different arts skills to CCF survivors who are less advantaged, in addressing and enhancing their employment opportunities. Date: 28 June/ 30 August/ 25 October 2022, Tuesday Time: 2pm - 4.30pm Venue: CCF Community Office @ GB Point Pre-event briefing: TBC Vaccination Requirements: Vaccinated for COVID-19 (2 or 3 doses, completed 14 day wait time)"
Community Befriending @ St Luke's Eldercare by SG Cares Volunteer Centre at Jurong East,"As a Community Befriender, you will reach out to seniors at selected blocks and in Senior Care Centres run by St Luke's Eldercare. You will ensure the seniors' well-being and build trust by providing support in activities such as home visits and outings."
Tutoring and Befriending Children With Chronic Illnesses #NDP2022 #DoingGood #22DaysPassion by Club Rainbow Singapore,"As a volunteer tutor, you will be paired with one of our children who are in primary or secondary school and support them in their academic journey. 1-to-1 arrangements allow tutors to customise sessions and focus on what our children need. The 2-hourly sessions are held weekly and require volunteers to commit for a minimum of 6 months. Your role would be to guide them through any concepts that they are not familiar, assist with any homework material and build their confidence in their studies."
Activity Escort for Active Ageing Programmes by Filos Community Services,"As an Active Ageing Centre, Filos runs various programmes on the weekdays for elderly clients to participate in and engage with the community. However, some of these elderly clients are frailer and older, and travelling to our Active Ageing Centre is challenging. As such, volunteers will provide much-needed assistance in escorting them to-and-fro their home to our Active Ageing Centre. Volunteers will also help to facilitate Active Ageing Programmes with elderly client(s) alongside Filos staff and other volunteers."
Ambassadors Programme by The Bone Marrow Donor Programme,"As an ambassador, you will be playing an active role in growing the register of bone marrow donors. You will become a voice for the patients who are critically ill with a blood disease and you will be recruiting your own pool of potential marrow donors for these patients. AND YES, you will be informed when someone you recruited is chosen to save a life."
Silver Generation Ambassadors @ AIC by SG Cares Volunteer Centre at Geylang,"As part of Agency for Integrated Care (AIC), the Silver Generation Office (SGO) is embarking on their Preventive Health Visits (PHV). Thus, they're looking to bolster their Silver Generation Ambassador (SGA) force to engage seniors living in Geylang Serai division."
Gym Tonic by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Active Ageing Centres (AAC) serve as a key point of contact for seniors under their care. They proactively reach out to seniors, organise social activities and provide opportunities for seniors to interact with members of the community, with the aim to enable seniors to adopt an active lifestyle, pre-empt social isolation, and refer them to assistance in a timely fashion. Fei Yue Gym Tonic @ Bukit Batok hosts a senior-friendly strength-training programme which helps to reverse physical frailty through the use of software-enabled gym equipment designed to gently build the elderly's core muscle groups."
Beauty and Makeup by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Anglican Senior Centre (Hillview) offers a range of eldercare services to support seniors with multiple care needs and provide respite to their caregivers within the community. These services include Maintenance Day Care, Dementia Day Care and Community Rehabilitation."
Volunteering to prepare meals and serving seniors by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. REACH Senior Centre @ Bukit Gombak Vista is a senior activity centre that encourages seniors, aged 50 years old and above, to lead active and fulfilling lives through programmes designed to meet their physical and emotional needs."
Youth Mentoring via Sports Platforms by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. REACH Youth Powerhouse is the Youth Service of REACH Community Services Society, a dedicated group of change agents who spark changes in youths that have been stuck for while and are looking for something more in their lives."
Reminiscence Therapy by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Ren Ci @ Bukit Batok St. 52 (Nursing Home) has a senior care centre within its grounds, with services for the elderly who need day and dementia day care, and day rehabilitation services."
Marketing of Community Intervention Programme by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Singapore Anglican Community Services (SACS) envisions to reach out to those in need with love, and be a beacon of light that shines through their darkness. The work of SACS serves the community through three pillars of services - Psychiatric, Senior, Family and Children Services."
Visual and Music Therapy by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. St Luke's Eldercare is committed to caring for our elders in the community through services. These services are designed to benefit elders who have suffered physical disabilities as a result of stroke, fall or accident, as well as the frail and lonely who have no one to look after."
Games and Karaoke Therapy by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. St Luke's Hospital, named after the patron saint of the medical profession, was the first hospital in Singapore dedicated to the elderly sick."
Befrienders by SG Cares Volunteer Centre @ Bukit Batok,"As part of the SG Cares Volunteer Centre @ Bukit Batok by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Tzu Chi Seniors Engagement & Enabling Node (SEEN) @ Bukit Batok offers comprehensive services and varied activities to senior citizens, allowing them to live a healthy and active lifestyle, and enriching their golden years."
Befrienders to Seniors by SG Cares Volunteer Centre at Chua Chu Kang,"As part of the SG Cares Volunteer Centre @ Chua Chu Kang by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. Active Ageing Centres and Senior Activity Centres serve as a key point of contact for seniors under their care. They proactively reach out to seniors, organise social activities and provide opportunities for seniors to interact with members of the community, with the aim to enable seniors to adopt an active lifestyle, pre-empt social isolation, and refer them to assistance in a timely fashion. These eldercare centres hopes to continue to keep the vulnerable seniors connected to the community. During this befriending engagement, volunteers will check in with the seniors on a monthly basis via phone call or home visits. This would allow the seniors to increase their social connectivity and slowly integrate into the community."
Child chaperone by SG Cares Volunteer Centre at Chua Chu Kang,"As part of the SG Cares Volunteer Centre @ Chua Chu Kang by Fei Yue Community Services, we aim to support our community partners by seeking volunteers and resources to meet the needs of the community. KidSTART seeks to give children aged 0 to 6 years from low-income families a good start in life by empowering families to build strong foundations for their children and foster positive child development outcomes.With a child chaperone support, it would alleviate some of the caregiving stress and financial burden of the family."
